Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),192
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,529347.32
Extraction Timestamp,20250728_110559
Monthly Income,"12,000.00"
Total Investment Amount,"467,487.89"
Total Investment Final Value,"831,097.85"
Total Investment Profit After Tax,"181,824.57"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"9,588.20"
Weighted Cost (should be ~0),0.06
Weighted Investment Profit,"836,512.18"
Weighted Calculation Converged,Yes
