Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),180
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,322745.84
Extraction Timestamp,20250727_183810
Monthly Income,"12,000.00"
Total Investment Amount,"487,950.53"
Total Investment Final Value,"902,764.82"
Total Investment Profit After Tax,"207,220.52"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"8,709.36"
Weighted Cost (should be ~0),-0.64
Weighted Investment Profit,"672,048.84"
Weighted Calculation Converged,Yes
