Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),120
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,123674.36
Extraction Timestamp,20250727_155941
Monthly Income,"12,000.00"
Total Investment Amount,"179,195.38"
Total Investment Final Value,"265,000.83"
Total Investment Profit After Tax,"40,904.24"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"7,756.25"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"260,804.42"
Weighted Calculation Converged,Yes
