Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),252
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,517190.46
Extraction Timestamp,20250727_160823
Monthly Income,"12,000.00"
Total Investment Amount,"1,369,029.86"
Total Investment Final Value,"2,946,599.38"
Total Investment Profit After Tax,"819,980.51"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"7,571.09"
Weighted Cost (should be ~0),-0.75
Weighted Investment Profit,"654,969.38"
Weighted Calculation Converged,Yes
