Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),288
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,594701.31
Extraction Timestamp,20250727_182623
Monthly Income,"12,000.00"
Total Investment Amount,"1,609,802.44"
Total Investment Final Value,"4,026,364.23"
Total Investment Profit After Tax,"1,289,462.02"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"7,805.04"
Weighted Cost (should be ~0),-0.79
Weighted Investment Profit,"846,196.78"
Weighted Calculation Converged,Yes
