Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,257971.69
Extraction Timestamp,20250727_151937
Monthly Income,"12,000.00"
Total Investment Amount,"822,718.49"
Total Investment Final Value,"1,408,165.03"
Total Investment Profit After Tax,"289,946.22"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"6,979.74"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"337,281.57"
Weighted Calculation Converged,Yes
