Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,408152.70
Extraction Timestamp,20250727_193616
Monthly Income,"12,000.00"
Total Investment Amount,"435,318.41"
Total Investment Final Value,"775,753.02"
Total Investment Profit After Tax,"169,512.76"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"9,135.36"
Weighted Cost (should be ~0),-0.46
Weighted Investment Profit,"724,681.13"
Weighted Calculation Converged,Yes
