Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,188052.90
Extraction Timestamp,20250727_174809
Monthly Income,"12,000.00"
Total Investment Amount,"615,621.16"
Total Investment Final Value,"979,082.81"
Total Investment Profit After Tax,"177,020.68"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"6,941.81"
Weighted Cost (should be ~0),0.00
Weighted Investment Profit,"256,378.84"
Weighted Calculation Converged,Yes
