Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,289975.49
Extraction Timestamp,20250727_185506
Monthly Income,"12,000.00"
Total Investment Amount,"585,269.52"
Total Investment Final Value,"1,057,379.54"
Total Investment Profit After Tax,"235,279.81"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,177.23"
Weighted Cost (should be ~0),0.76
Weighted Investment Profit,"574,731.24"
Weighted Calculation Converged,Yes
