Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,532544.70
Extraction Timestamp,20250727_161527
Monthly Income,"12,000.00"
Total Investment Amount,"2,107,611.00"
Total Investment Final Value,"7,681,301.27"
Total Investment Profit After Tax,"3,135,209.25"
Effective Annual Return After Tax,3.90%
Weighted Monthly Payment (30 years),"7,402.41"
Weighted Cost (should be ~0),0.55
Weighted Investment Profit,"1,212,389.55"
Weighted Calculation Converged,Yes
