Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),348
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,455416.35
Extraction Timestamp,20250728_085823
Monthly Income,"12,000.00"
Total Investment Amount,"2,320,550.66"
Total Investment Final Value,"7,654,709.70"
Total Investment Profit After Tax,"2,967,641.38"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"6,489.35"
Weighted Cost (should be ~0),-0.78
Weighted Investment Profit,"855,448.55"
Weighted Calculation Converged,Yes
