Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),276
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,706459.00
Extraction Timestamp,20250727_180713
Monthly Income,"12,000.00"
Total Investment Amount,"1,253,045.87"
Total Investment Final Value,"3,011,318.68"
Total Investment Profit After Tax,"931,662.31"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"9,011.78"
Weighted Cost (should be ~0),0.36
Weighted Investment Profit,"1,058,954.49"
Weighted Calculation Converged,Yes
