Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),276
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,717969.47
Extraction Timestamp,20250727_182514
Monthly Income,"12,000.00"
Total Investment Amount,"1,469,270.24"
Total Investment Final Value,"3,319,326.85"
Total Investment Profit After Tax,"973,199.01"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"8,345.24"
Weighted Cost (should be ~0),0.94
Weighted Investment Profit,"842,730.70"
Weighted Calculation Converged,Yes
