Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,559448.55
Extraction Timestamp,20250727_233651
Monthly Income,"12,000.00"
Total Investment Amount,"228,824.84"
Total Investment Final Value,"397,755.49"
Total Investment Profit After Tax,"84,068.84"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"10,423.23"
Weighted Cost (should be ~0),0.51
Weighted Investment Profit,"931,175.67"
Weighted Calculation Converged,Yes
