Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),120
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,176766.59
Extraction Timestamp,20250727_172527
Monthly Income,"12,000.00"
Total Investment Amount,"143,795.00"
Total Investment Final Value,"202,159.03"
Total Investment Profit After Tax,"27,657.22"
Effective Annual Return After Tax,2.98%
Weighted Monthly Payment (30 years),"8,066.43"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"296,204.65"
Weighted Calculation Converged,Yes
