Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),204
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,289811.71
Extraction Timestamp,20250727_152113
Monthly Income,"12,000.00"
Total Investment Amount,"790,409.70"
Total Investment Final Value,"1,586,182.04"
Total Investment Profit After Tax,"404,185.71"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"7,993.27"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"657,589.71"
Weighted Calculation Converged,Yes
