Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),348
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,545312.50
Extraction Timestamp,20250727_194624
Monthly Income,"12,000.00"
Total Investment Amount,"2,630,687.50"
Total Investment Final Value,"8,002,955.37"
Total Investment Profit After Tax,"2,967,190.02"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"5,932.07"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"545,312.11"
Weighted Calculation Converged,Yes
