Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1540033.29
Extraction Timestamp,20250729_032711
Monthly Income,"12,000.00"
Total Investment Amount,"994,846.00"
Total Investment Final Value,"4,892,140.59"
Total Investment Profit After Tax,"2,228,987.76"
Effective Annual Return After Tax,4.88%
Weighted Monthly Payment (30 years),"11,224.39"
Weighted Cost (should be ~0),0.86
Weighted Investment Profit,"2,433,670.48"
Weighted Calculation Converged,Yes
