Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),348
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,544567.38
Extraction Timestamp,20250727_171817
Monthly Income,"12,000.00"
Total Investment Amount,"1,806,303.11"
Total Investment Final Value,"6,552,641.15"
Total Investment Profit After Tax,"2,658,168.05"
Effective Annual Return After Tax,4.02%
Weighted Monthly Payment (30 years),"8,046.74"
Weighted Cost (should be ~0),-0.54
Weighted Investment Profit,"1,369,696.35"
Weighted Calculation Converged,Yes
