Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),300
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,684520.58
Extraction Timestamp,20250727_180815
Monthly Income,"12,000.00"
Total Investment Amount,"1,581,437.32"
Total Investment Final Value,"4,164,972.64"
Total Investment Profit After Tax,"1,390,581.51"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,363.32"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"1,018,562.45"
Weighted Calculation Converged,Yes
