Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),228
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,450570.11
Extraction Timestamp,20250727_224825
Monthly Income,"12,000.00"
Total Investment Amount,"1,004,409.04"
Total Investment Final Value,"2,071,578.16"
Total Investment Profit After Tax,"548,278.51"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"8,143.29"
Weighted Cost (should be ~0),-0.45
Weighted Investment Profit,"731,590.51"
Weighted Calculation Converged,Yes
