Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),240
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,251892.99
Extraction Timestamp,20250727_183357
Monthly Income,"12,000.00"
Total Investment Amount,"1,226,150.10"
Total Investment Final Value,"2,800,237.17"
Total Investment Profit After Tax,"819,561.69"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"7,154.05"
Weighted Cost (should be ~0),0.92
Weighted Investment Profit,"653,850.82"
Weighted Calculation Converged,Yes
