Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),192
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,283803.60
Extraction Timestamp,20250727_160447
Monthly Income,"12,000.00"
Total Investment Amount,"889,373.66"
Total Investment Final Value,"1,600,273.80"
Total Investment Profit After Tax,"355,549.91"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"7,145.46"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"414,626.93"
Weighted Calculation Converged,Yes
