Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1129878.61
Extraction Timestamp,20250727_225950
Monthly Income,"12,000.00"
Total Investment Amount,"1,699,891.14"
Total Investment Final Value,"5,528,261.50"
Total Investment Profit After Tax,"2,137,654.96"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"10,009.84"
Weighted Cost (should be ~0),0.05
Weighted Investment Profit,"1,620,108.92"
Weighted Calculation Converged,Yes
