Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),192
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,445873.46
Extraction Timestamp,20250728_103425
Monthly Income,"12,000.00"
Total Investment Amount,"773,268.97"
Total Investment Final Value,"1,315,829.55"
Total Investment Profit After Tax,"269,437.63"
Effective Annual Return After Tax,2.92%
Weighted Monthly Payment (30 years),"8,077.18"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"530,730.68"
Weighted Calculation Converged,Yes
