Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),252
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,320827.45
Extraction Timestamp,20250727_183823
Monthly Income,"12,000.00"
Total Investment Amount,"1,134,707.52"
Total Investment Final Value,"2,813,935.58"
Total Investment Profit After Tax,"884,102.44"
Effective Annual Return After Tax,3.87%
Weighted Monthly Payment (30 years),"7,980.44"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"889,292.52"
Weighted Calculation Converged,Yes
