Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),216
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,290908.70
Extraction Timestamp,20250727_195324
Monthly Income,"12,000.00"
Total Investment Amount,"1,037,178.67"
Total Investment Final Value,"2,097,114.01"
Total Investment Profit After Tax,"541,120.61"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"7,272.66"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"554,820.47"
Weighted Calculation Converged,Yes
