Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),324
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,542459.18
Extraction Timestamp,20250727_173732
Monthly Income,"12,000.00"
Total Investment Amount,"1,979,009.65"
Total Investment Final Value,"5,866,976.57"
Total Investment Profit After Tax,"2,129,323.97"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,243.29"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"908,990.85"
Weighted Calculation Converged,Yes
