Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),228
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,524150.22
Extraction Timestamp,20250727_184416
Monthly Income,"12,000.00"
Total Investment Amount,"969,529.72"
Total Investment Final Value,"1,946,992.61"
Total Investment Profit After Tax,"500,809.91"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"8,459.30"
Weighted Cost (should be ~0),-0.38
Weighted Investment Profit,"766,469.90"
Weighted Calculation Converged,Yes
