Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,402229.68
Extraction Timestamp,20250729_010119
Monthly Income,"12,000.00"
Total Investment Amount,"650,616.22"
Total Investment Final Value,"1,193,417.98"
Total Investment Profit After Tax,"270,805.56"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"7,716.04"
Weighted Cost (should be ~0),0.77
Weighted Investment Profit,"509,384.55"
Weighted Calculation Converged,Yes
