Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),348
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,614856.31
Extraction Timestamp,20250727_194638
Monthly Income,"12,000.00"
Total Investment Amount,"2,364,586.23"
Total Investment Final Value,"7,365,926.58"
Total Investment Profit After Tax,"2,769,371.16"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"6,818.89"
Weighted Cost (should be ~0),0.69
Weighted Investment Profit,"811,414.46"
Weighted Calculation Converged,Yes
