Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,996046.86
Extraction Timestamp,20250727_153813
Monthly Income,"12,000.00"
Total Investment Amount,"1,389,611.75"
Total Investment Final Value,"5,390,522.80"
Total Investment Profit After Tax,"2,261,851.74"
Effective Annual Return After Tax,4.10%
Weighted Monthly Payment (30 years),"10,298.05"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"1,930,388.23"
Weighted Calculation Converged,Yes
