Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),156
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,402733.96
Extraction Timestamp,20250727_181839
Monthly Income,"12,000.00"
Total Investment Amount,"201,557.55"
Total Investment Final Value,"317,830.07"
Total Investment Profit After Tax,"56,669.64"
Effective Annual Return After Tax,3.08%
Weighted Monthly Payment (30 years),"9,557.51"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"670,442.74"
Weighted Calculation Converged,Yes
