Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),324
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,877769.55
Extraction Timestamp,20250728_083927
Monthly Income,"12,000.00"
Total Investment Amount,"1,420,463.68"
Total Investment Final Value,"4,302,458.17"
Total Investment Profit After Tax,"1,582,552.44"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"9,665.04"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"1,467,536.21"
Weighted Calculation Converged,Yes
