Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),204
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,445701.32
Extraction Timestamp,20250727_182136
Monthly Income,"12,000.00"
Total Investment Amount,"755,201.62"
Total Investment Final Value,"1,411,909.13"
Total Investment Profit After Tax,"331,301.29"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"8,474.30"
Weighted Cost (should be ~0),0.40
Weighted Investment Profit,"692,798.78"
Weighted Calculation Converged,Yes
