Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),264
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,548965.46
Extraction Timestamp,20250727_230507
Monthly Income,"12,000.00"
Total Investment Amount,"1,235,653.28"
Total Investment Final Value,"2,942,286.17"
Total Investment Profit After Tax,"899,851.09"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"8,419.46"
Weighted Cost (should be ~0),0.27
Weighted Investment Profit,"932,346.99"
Weighted Calculation Converged,Yes
