Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),240
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,654149.49
Extraction Timestamp,20250727_173624
Monthly Income,"12,000.00"
Total Investment Amount,"1,095,151.31"
Total Investment Final Value,"2,166,325.08"
Total Investment Profit After Tax,"549,507.07"
Effective Annual Return After Tax,3.01%
Weighted Monthly Payment (30 years),"8,645.25"
Weighted Cost (should be ~0),0.48
Weighted Investment Profit,"784,849.18"
Weighted Calculation Converged,Yes
