Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,182589.53
Extraction Timestamp,20250727_223850
Monthly Income,"12,000.00"
Total Investment Amount,"205,285.47"
Total Investment Final Value,"277,406.78"
Total Investment Profit After Tax,"33,948.19"
Effective Annual Return After Tax,2.63%
Weighted Monthly Payment (30 years),"7,690.87"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"234,714.48"
Weighted Calculation Converged,Yes
