Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),204
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,186475.74
Extraction Timestamp,20250727_154330
Monthly Income,"12,000.00"
Total Investment Amount,"1,121,842.06"
Total Investment Final Value,"2,149,267.23"
Total Investment Profit After Tax,"519,421.71"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"6,286.02"
Weighted Cost (should be ~0),0.35
Weighted Investment Profit,"326,158.29"
Weighted Calculation Converged,Yes
