Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,810101.38
Extraction Timestamp,20250729_022632
Monthly Income,"12,000.00"
Total Investment Amount,"1,504,227.19"
Total Investment Final Value,"6,774,388.28"
Total Investment Profit After Tax,"2,996,555.75"
Effective Annual Return After Tax,4.59%
Weighted Monthly Payment (30 years),"8,726.76"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"1,832,990.48"
Weighted Calculation Converged,Yes
