Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),120
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,225093.58
Extraction Timestamp,20250729_020048
Monthly Income,"12,000.00"
Total Investment Amount,"69,087.27"
Total Investment Final Value,"122,394.86"
Total Investment Profit After Tax,"25,849.80"
Effective Annual Return After Tax,5.12%
Weighted Monthly Payment (30 years),"8,721.26"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"416,662.21"
Weighted Calculation Converged,Yes
