Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),276
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,388552.45
Extraction Timestamp,20250727_195712
Monthly Income,"12,000.00"
Total Investment Amount,"1,570,952.42"
Total Investment Final Value,"3,957,737.26"
Total Investment Profit After Tax,"1,269,430.72"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"7,133.93"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"741,048.19"
Weighted Calculation Converged,Yes
