Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1143798.10
Extraction Timestamp,20250727_194841
Monthly Income,"12,000.00"
Total Investment Amount,"1,309,659.40"
Total Investment Final Value,"4,907,991.91"
Total Investment Profit After Tax,"2,031,169.36"
Effective Annual Return After Tax,3.99%
Weighted Monthly Payment (30 years),"10,877.90"
Weighted Cost (should be ~0),0.74
Weighted Investment Profit,"2,010,341.34"
Weighted Calculation Converged,Yes
