Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,441286.78
Extraction Timestamp,20250727_183939
Monthly Income,"12,000.00"
Total Investment Amount,"454,601.44"
Total Investment Final Value,"779,975.40"
Total Investment Profit After Tax,"161,338.86"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"9,120.27"
Weighted Cost (should be ~0),-0.49
Weighted Investment Profit,"705,398.08"
Weighted Calculation Converged,Yes
