Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,743162.08
Extraction Timestamp,20250727_194725
Monthly Income,"12,000.00"
Total Investment Amount,"2,205,875.15"
Total Investment Final Value,"7,343,052.41"
Total Investment Profit After Tax,"2,871,082.77"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,742.68"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"1,114,124.13"
Weighted Calculation Converged,Yes
