Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,418668.75
Extraction Timestamp,20250727_162815
Monthly Income,"12,000.00"
Total Investment Amount,"1,162,903.86"
Total Investment Final Value,"2,530,755.64"
Total Investment Profit After Tax,"709,277.19"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"7,776.43"
Weighted Cost (should be ~0),0.92
Weighted Investment Profit,"717,097.05"
Weighted Calculation Converged,Yes
