Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),132
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,174299.41
Extraction Timestamp,20250727_151623
Monthly Income,"12,000.00"
Total Investment Amount,"188,510.11"
Total Investment Final Value,"300,595.46"
Total Investment Profit After Tax,"54,112.25"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"8,318.09"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"395,489.80"
Weighted Calculation Converged,Yes
