Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,407352.27
Extraction Timestamp,20250728_095736
Monthly Income,"12,000.00"
Total Investment Amount,"630,594.62"
Total Investment Final Value,"1,042,430.46"
Total Investment Profit After Tax,"203,095.29"
Effective Annual Return After Tax,2.95%
Weighted Monthly Payment (30 years),"8,238.55"
Weighted Cost (should be ~0),0.68
Weighted Investment Profit,"529,406.06"
Weighted Calculation Converged,Yes
