Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),336
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,376770.78
Extraction Timestamp,20250727_150949
Monthly Income,"12,000.00"
Total Investment Amount,"2,354,264.05"
Total Investment Final Value,"7,341,421.26"
Total Investment Profit After Tax,"2,752,036.99"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"5,971.02"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"677,735.93"
Weighted Calculation Converged,Yes
