Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),180
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,325881.82
Extraction Timestamp,20250727_185740
Monthly Income,"12,000.00"
Total Investment Amount,"712,065.07"
Total Investment Final Value,"1,209,243.53"
Total Investment Profit After Tax,"246,029.21"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"7,660.12"
Weighted Cost (should be ~0),0.12
Weighted Investment Profit,"447,935.05"
Weighted Calculation Converged,Yes
