Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),348
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,613120.70
Extraction Timestamp,20250727_161409
Monthly Income,"12,000.00"
Total Investment Amount,"1,674,030.19"
Total Investment Final Value,"6,182,185.81"
Total Investment Profit After Tax,"2,527,809.84"
Effective Annual Return After Tax,4.08%
Weighted Monthly Payment (30 years),"8,552.40"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"1,501,969.82"
Weighted Calculation Converged,Yes
