Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),216
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,691820.68
Extraction Timestamp,20250727_232420
Monthly Income,"12,000.00"
Total Investment Amount,"463,409.33"
Total Investment Final Value,"918,950.36"
Total Investment Profit After Tax,"232,600.65"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"10,594.53"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"1,128,590.48"
Weighted Calculation Converged,Yes
