Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,466207.12
Extraction Timestamp,20250727_195636
Monthly Income,"12,000.00"
Total Investment Amount,"322,066.27"
Total Investment Final Value,"584,606.01"
Total Investment Profit After Tax,"131,046.36"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"9,787.83"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"837,933.78"
Weighted Calculation Converged,Yes
