Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),144
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,325250.82
Extraction Timestamp,20250727_193729
Monthly Income,"12,000.00"
Total Investment Amount,"197,839.88"
Total Investment Final Value,"296,502.60"
Total Investment Profit After Tax,"47,554.22"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"9,012.40"
Weighted Cost (should be ~0),-0.75
Weighted Investment Profit,"530,159.38"
Weighted Calculation Converged,Yes
