Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,200510.49
Extraction Timestamp,20250727_191241
Monthly Income,"12,000.00"
Total Investment Amount,"863,340.62"
Total Investment Final Value,"1,502,504.07"
Total Investment Profit After Tax,"317,171.44"
Effective Annual Return After Tax,3.26%
Weighted Monthly Payment (30 years),"6,655.58"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"296,659.28"
Weighted Calculation Converged,Yes
