Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),312
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,451347.34
Extraction Timestamp,20250727_195852
Monthly Income,"12,000.00"
Total Investment Amount,"1,883,189.95"
Total Investment Final Value,"5,441,574.72"
Total Investment Profit After Tax,"1,937,268.94"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"7,062.07"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"860,809.66"
Weighted Calculation Converged,Yes
