Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),228
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,532218.98
Extraction Timestamp,20250727_191953
Monthly Income,"12,000.00"
Total Investment Amount,"826,320.75"
Total Investment Final Value,"1,731,375.95"
Total Investment Profit After Tax,"465,891.41"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"9,050.45"
Weighted Cost (should be ~0),-0.53
Weighted Investment Profit,"909,678.72"
Weighted Calculation Converged,Yes
