Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,374970.84
Extraction Timestamp,20250727_170921
Monthly Income,"12,000.00"
Total Investment Amount,"1,274,661.81"
Total Investment Final Value,"2,747,181.18"
Total Investment Profit After Tax,"762,721.36"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"7,235.30"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"605,338.20"
Weighted Calculation Converged,Yes
