Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,835504.54
Extraction Timestamp,20250727_174447
Monthly Income,"12,000.00"
Total Investment Amount,"2,220,981.31"
Total Investment Final Value,"7,124,913.07"
Total Investment Profit After Tax,"2,732,029.02"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"7,982.21"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"1,099,018.78"
Weighted Calculation Converged,Yes
