Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),240
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,735761.73
Extraction Timestamp,20250727_180446
Monthly Income,"12,000.00"
Total Investment Amount,"610,916.57"
Total Investment Final Value,"1,379,492.18"
Total Investment Profit After Tax,"400,518.01"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"10,632.82"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"1,269,082.84"
Weighted Calculation Converged,Yes
