Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),144
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,311711.61
Extraction Timestamp,20250727_182045
Monthly Income,"12,000.00"
Total Investment Amount,"285,259.78"
Total Investment Final Value,"415,868.39"
Total Investment Profit After Tax,"62,648.15"
Effective Annual Return After Tax,2.75%
Weighted Monthly Payment (30 years),"8,501.46"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"442,740.69"
Weighted Calculation Converged,Yes
