Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),144
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,347443.41
Extraction Timestamp,20250728_090315
Monthly Income,"12,000.00"
Total Investment Amount,"235,227.70"
Total Investment Final Value,"334,324.37"
Total Investment Profit After Tax,"47,338.54"
Effective Annual Return After Tax,2.56%
Weighted Monthly Payment (30 years),"8,848.56"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"492,772.34"
Weighted Calculation Converged,Yes
