Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,363477.90
Extraction Timestamp,20250727_161102
Monthly Income,"12,000.00"
Total Investment Amount,"2,629,881.94"
Total Investment Final Value,"9,039,122.95"
Total Investment Profit After Tax,"3,589,489.26"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"5,645.23"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"690,118.10"
Weighted Calculation Converged,Yes
