Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),204
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,357507.81
Extraction Timestamp,20250727_173209
Monthly Income,"12,000.00"
Total Investment Amount,"784,821.10"
Total Investment Final Value,"1,525,148.62"
Total Investment Profit After Tax,"374,952.75"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,139.24"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"663,178.60"
Weighted Calculation Converged,Yes
